tag_id,tag_key,zh_name,en_name,category,parent_tag_key,level,aliases_zh,aliases_en,use_for_exact_filter,use_for_fulltext,use_for_semantic,use_for_weighting,default_usage_class,default_active_input_allowed,default_reference_role,risk_level,description_zh,description_en,examples,do_not_use_for,source_basis,status
TAG_ACTION_0097,crossed_guard_compression,交叉护架压缩,Crossed Guard Compression,action,guard_block,L3,护架压缩;交叉防御,"crossed guard,guard compression",TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,护架被攻方压力压向身体。,护架被攻方压力压向身体。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0098,shoulder_pressure,肩膀压迫,Shoulder Pressure,action,body_contact,L3,肩顶;身体线压迫,"shoulder pressure,body line pressure",TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,攻方用肩部/身体线前压。,攻方用肩部/身体线前压。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0099,forearm_pressure,前臂压迫,Forearm Pressure,action,body_contact,L3,前臂压迫,"forearm pressure,arm pressure",TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,攻方前臂压入防守方护架。,攻方前臂压入防守方护架。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0100,shoulder_forearm_pressure,肩前臂组合压迫,Shoulder-and-Forearm Pressure,action,body_contact,L3,肩膀前臂压力,shoulder and forearm pressure,TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,肩膀与前臂共同形成压力线。,肩膀与前臂共同形成压力线。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0101,wet_floor_skid,湿地滑步,Wet-floor Skid,action,locomotion,L3,湿地滑步;滑退,"wet skid,wet floor skid",TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,脚底在湿地面滑退或滑移。,脚底在湿地面滑退或滑移。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0102,rear_foot_slide,后脚滑退,Rear Foot Slide,action,locomotion,L3,后脚滑退,"rear foot slide,back foot skid",TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,受力后后脚向后滑。,受力后后脚向后滑。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0103,forced_sidestep,被迫侧移,Forced Sidestep,action,locomotion,L3,被撞偏;侧移,forced sidestep,TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,受力后防守方被迫向侧面移动。,受力后防守方被迫向侧面移动。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0104,rebound_step,反弹步,Rebound Step,action,locomotion,L3,反弹步,rebound step,TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,接触后反弹并立即恢复下一动作。,接触后反弹并立即恢复下一动作。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0105,pivot_under_pressure,受压转轴,Pivot Under Pressure,action,locomotion,L3,受压转身,pivot under pressure,TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,受力下用脚跟/前脚掌转轴化解。,受力下用脚跟/前脚掌转轴化解。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0106,step_trap,脚步卡位,Step Trap,action,combat,L3,卡脚;封步,step trap,TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,用脚步封住对方路线。,用脚步封住对方路线。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0107,counter_ready_twist,反击预备扭身,Counter-ready Twist,action,combat,L3,反击预备;扭身蓄力,counter ready twist,TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,防守方扭身、蓄力，准备反击。,防守方扭身、蓄力，准备反击。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0108,short_elbow_reentry,短肘线再入,Short Elbow Re-entry,action,strike,L3,短肘;再入,elbow re-entry,TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,短距离肘线/小臂线重新切入。,短距离肘线/小臂线重新切入。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0109,knockback,击退,Knockback,action,body_contact,L3,击退;后退,knockback,TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,被打击或压迫后向后退开。,被打击或压迫后向后退开。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0110,near_wall_pressure,近墙压迫,Near-wall Pressure,action,body_contact,L3,靠墙压迫,near wall pressure,TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,靠墙形成空间危险但不发生墙体撞击。,靠墙形成空间危险但不发生墙体撞击。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0111,body_wall_contact,身体撞墙,Body-wall Contact,action,body_contact,L3,身体撞墙;贴墙冲击,"wall contact,body wall impact",TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,high,身体与墙体实际接触；高风险。,身体与墙体实际接触；高风险。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0112,no_wall_contact,无撞墙,No Wall Contact,action,body_contact,L3,不撞墙,"no wall hit,no wall contact",TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,明确不接触墙体，仅保留背景威胁。,明确不接触墙体，仅保留背景威胁。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0113,two_beat_combo,双节拍连击,Two-beat Combo,action,combat,L3,两段连击,two beat combo,TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,两个清晰接触节拍组成连续动作。,两个清晰接触节拍组成连续动作。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0114,contact_beat_schedule,接触节拍表,Contact-beat Schedule,action,action_timing,L3,接触节拍,contact beat schedule,TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,按时间写清每个接触点和反应。,按时间写清每个接触点和反应。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0115,early_contact,早接触,Early Contact,action,action_timing,L3,早接触,first contact early,TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,0.15–0.30s 内出现第一接触。,0.15–0.30s 内出现第一接触。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0116,hitstop_contact,接触停顿,Hit-stop Contact,action,action_timing,L3,命中停顿,"hit-stop,hitstop",TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,命中/压迫瞬间短暂停顿或冻结。,命中/压迫瞬间短暂停顿或冻结。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0117,cut_mid_exchange,切在动作中,Cut Mid-exchange,action,action_timing,L3,切在动作中,cut mid exchange,TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,镜头末尾仍在攻防中，可剪出动作尾巴。,镜头末尾仍在攻防中，可剪出动作尾巴。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0118,no_idle_tail,无静态尾段,No Idle Tail,action,action_timing,L3,无静止尾巴,"no pose-out,no idle tail",TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,尾段不站定、不摆拍。,尾段不站定、不摆拍。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0119,weapon_draw,拔武器,Weapon Draw,action,weapon,L3,拔剑;拔刀,"draw sword,weapon draw",TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,拔剑/拔刀/抽出武器动作。,拔剑/拔刀/抽出武器动作。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0120,slash,斩击,Slash,action,weapon,L3,斩击,slash,TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,横斩、斜斩或挥砍。,横斩、斜斩或挥砍。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0121,parry,招架,Parry,action,guard_block,L3,招架;拨挡,parry,TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,用武器/手臂改变来袭方向。,用武器/手臂改变来袭方向。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0122,dodge_roll,翻滚闪避,Dodge Roll,action,dodge,L3,翻滚闪避,dodge roll,TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,滚动闪避动作。,滚动闪避动作。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ACTION_0123,landing_recovery,落地恢复,Landing Recovery,action,landing,L3,落地恢复,landing recovery,TRUE,TRUE,TRUE,TRUE,action_reference,false,action_reference,none,落地后的膝盖、脚步、身体恢复。,落地后的膝盖、脚步、身体恢复。,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ANIMATION_MOTION_0124,anticipation,预备动作,Anticipation,animation_motion,animation_motion,L2,,,TRUE,TRUE,TRUE,TRUE,motion_grammar,false,animation_reference,none,预备动作动画运动规律。,Anticipation,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ANIMATION_MOTION_0125,follow_through,跟随动作,Follow-through,animation_motion,animation_motion,L2,,,TRUE,TRUE,TRUE,TRUE,motion_grammar,false,animation_reference,none,跟随动作动画运动规律。,Follow-through,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ANIMATION_MOTION_0126,overlapping_action,重叠动作,Overlapping Action,animation_motion,animation_motion,L2,,,TRUE,TRUE,TRUE,TRUE,motion_grammar,false,animation_reference,none,重叠动作动画运动规律。,Overlapping Action,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ANIMATION_MOTION_0127,slow_in_out,缓入缓出,Slow In/Out,animation_motion,animation_motion,L2,,,TRUE,TRUE,TRUE,TRUE,motion_grammar,false,animation_reference,none,缓入缓出动画运动规律。,Slow In/Out,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ANIMATION_MOTION_0128,arcs,弧线,Arcs,animation_motion,animation_motion,L2,,,TRUE,TRUE,TRUE,TRUE,motion_grammar,false,animation_reference,none,弧线动画运动规律。,Arcs,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ANIMATION_MOTION_0129,exaggeration,夸张,Exaggeration,animation_motion,animation_motion,L2,,,TRUE,TRUE,TRUE,TRUE,motion_grammar,false,animation_reference,none,夸张动画运动规律。,Exaggeration,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ANIMATION_MOTION_0130,squash_stretch,挤压拉伸,Squash and Stretch,animation_motion,animation_motion,L2,,,TRUE,TRUE,TRUE,TRUE,motion_grammar,false,animation_reference,none,挤压拉伸动画运动规律。,Squash and Stretch,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ANIMATION_MOTION_0131,staging_anim,动画舞台调度,Staging,animation_motion,animation_motion,L2,,,TRUE,TRUE,TRUE,TRUE,motion_grammar,false,animation_reference,none,动画舞台调度动画运动规律。,Staging,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ANIMATION_MOTION_0132,pose_to_pose,姿势到姿势,Pose to Pose,animation_motion,animation_motion,L2,,,TRUE,TRUE,TRUE,TRUE,motion_grammar,false,animation_reference,none,姿势到姿势动画运动规律。,Pose to Pose,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ANIMATION_MOTION_0133,straight_ahead,逐帧推进,Straight Ahead,animation_motion,animation_motion,L2,,,TRUE,TRUE,TRUE,TRUE,motion_grammar,false,animation_reference,none,逐帧推进动画运动规律。,Straight Ahead,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ANIMATION_MOTION_0134,weapon_windup,武器前摇,Weapon Wind-up,animation_motion,anticipation,L3,,,TRUE,TRUE,TRUE,TRUE,motion_grammar,false,animation_reference,none,武器前摇。,Weapon Wind-up,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ANIMATION_MOTION_0135,skill_cast_anticipation,技能释放前摇,Skill-cast Anticipation,animation_motion,anticipation,L3,,,TRUE,TRUE,TRUE,TRUE,motion_grammar,false,animation_reference,none,技能释放前摇。,Skill-cast Anticipation,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ANIMATION_MOTION_0136,delayed_cloth_follow,衣摆延迟跟随,Delayed Cloth Follow,animation_motion,follow_through,L3,,,TRUE,TRUE,TRUE,TRUE,motion_grammar,false,animation_reference,none,衣摆延迟跟随。,Delayed Cloth Follow,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ANIMATION_MOTION_0137,hair_overlap_motion,发丝重叠运动,Hair Overlap Motion,animation_motion,overlapping_action,L3,,,TRUE,TRUE,TRUE,TRUE,motion_grammar,false,animation_reference,none,发丝重叠运动。,Hair Overlap Motion,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ANIMATION_MOTION_0138,smear_like_motion,拖影式运动,Smear-like Motion,animation_motion,exaggeration,L3,,,TRUE,TRUE,TRUE,TRUE,motion_grammar,false,animation_reference,none,拖影式运动。,Smear-like Motion,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ANIMATION_MOTION_0139,explosive_pose_hold,爆发定格姿势,Explosive Pose Hold,animation_motion,pose_to_pose,L3,,,TRUE,TRUE,TRUE,TRUE,motion_grammar,false,animation_reference,none,爆发定格姿势。,Explosive Pose Hold,,,TAG_SYSTEM_RESEARCH,candidate
TAG_ANIMATION_MOTION_0140,anime_impact_pose,动漫冲击姿势,Anime Impact Pose,animation_motion,staging_anim,L3,,,TRUE,TRUE,TRUE,TRUE,motion_grammar,false,animation_reference,none,动漫冲击姿势。,Anime Impact Pose,,,TAG_SYSTEM_RESEARCH,candidate
TAG_GAME_COMBAT_TIMING_0141,startup,启动帧,Startup,game_combat_timing,game_combat_timing,L2,,,TRUE,TRUE,TRUE,TRUE,timing_reference,false,game_timing_reference,none,启动帧游戏动作时序。,Startup,,,TAG_SYSTEM_RESEARCH,candidate
TAG_GAME_COMBAT_TIMING_0142,active_frames,生效帧,Active Frames,game_combat_timing,game_combat_timing,L2,,,TRUE,TRUE,TRUE,TRUE,timing_reference,false,game_timing_reference,none,生效帧游戏动作时序。,Active Frames,,,TAG_SYSTEM_RESEARCH,candidate
TAG_GAME_COMBAT_TIMING_0143,recovery_frames,收招帧,Recovery Frames,game_combat_timing,game_combat_timing,L2,,,TRUE,TRUE,TRUE,TRUE,timing_reference,false,game_timing_reference,none,收招帧游戏动作时序。,Recovery Frames,,,TAG_SYSTEM_RESEARCH,candidate
TAG_GAME_COMBAT_TIMING_0144,hitstop,命中停顿,Hit-stop,game_combat_timing,game_combat_timing,L2,,,TRUE,TRUE,TRUE,TRUE,timing_reference,false,game_timing_reference,none,命中停顿游戏动作时序。,Hit-stop,,,TAG_SYSTEM_RESEARCH,candidate
TAG_GAME_COMBAT_TIMING_0145,hitstun,受击硬直,Hitstun,game_combat_timing,game_combat_timing,L2,,,TRUE,TRUE,TRUE,TRUE,timing_reference,false,game_timing_reference,none,受击硬直游戏动作时序。,Hitstun,,,TAG_SYSTEM_RESEARCH,candidate
TAG_GAME_COMBAT_TIMING_0146,blockstun,防御硬直,Blockstun,game_combat_timing,game_combat_timing,L2,,,TRUE,TRUE,TRUE,TRUE,timing_reference,false,game_timing_reference,none,防御硬直游戏动作时序。,Blockstun,,,TAG_SYSTEM_RESEARCH,candidate
TAG_GAME_COMBAT_TIMING_0147,i_frames,无敌帧,Invincibility Frames,game_combat_timing,game_combat_timing,L2,,,TRUE,TRUE,TRUE,TRUE,timing_reference,false,game_timing_reference,none,无敌帧游戏动作时序。,Invincibility Frames,,,TAG_SYSTEM_RESEARCH,candidate
TAG_GAME_COMBAT_TIMING_0148,punish_window,惩罚窗口,Punish Window,game_combat_timing,game_combat_timing,L2,,,TRUE,TRUE,TRUE,TRUE,timing_reference,false,game_timing_reference,none,惩罚窗口游戏动作时序。,Punish Window,,,TAG_SYSTEM_RESEARCH,candidate
TAG_GAME_COMBAT_TIMING_0149,cancel_window,取消窗口,Cancel Window,game_combat_timing,game_combat_timing,L2,,,TRUE,TRUE,TRUE,TRUE,timing_reference,false,game_timing_reference,none,取消窗口游戏动作时序。,Cancel Window,,,TAG_SYSTEM_RESEARCH,candidate
TAG_GAME_COMBAT_TIMING_0150,short_startup,短前摇,Short Startup,game_combat_timing,startup,L3,,,TRUE,TRUE,TRUE,TRUE,timing_reference,false,game_timing_reference,none,短前摇。,Short Startup,,,TAG_SYSTEM_RESEARCH,candidate
TAG_GAME_COMBAT_TIMING_0151,long_startup,长前摇,Long Startup,game_combat_timing,startup,L3,,,TRUE,TRUE,TRUE,TRUE,timing_reference,false,game_timing_reference,none,长前摇。,Long Startup,,,TAG_SYSTEM_RESEARCH,candidate
TAG_GAME_COMBAT_TIMING_0152,fast_active_window,快速生效窗口,Fast Active Window,game_combat_timing,active_frames,L3,,,TRUE,TRUE,TRUE,TRUE,timing_reference,false,game_timing_reference,none,快速生效窗口。,Fast Active Window,,,TAG_SYSTEM_RESEARCH,candidate
TAG_GAME_COMBAT_TIMING_0153,long_recovery,长后摇,Long Recovery,game_combat_timing,recovery_frames,L3,,,TRUE,TRUE,TRUE,TRUE,timing_reference,false,game_timing_reference,none,长后摇。,Long Recovery,,,TAG_SYSTEM_RESEARCH,candidate
TAG_GAME_COMBAT_TIMING_0154,impact_pause,命中冻结,Impact Pause,game_combat_timing,hitstop,L3,,,TRUE,TRUE,TRUE,TRUE,timing_reference,false,game_timing_reference,none,命中冻结。,Impact Pause,,,TAG_SYSTEM_RESEARCH,candidate
TAG_GAME_COMBAT_TIMING_0155,block_pause,防御停顿,Block Pause,game_combat_timing,blockstun,L3,,,TRUE,TRUE,TRUE,TRUE,timing_reference,false,game_timing_reference,none,防御停顿。,Block Pause,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0156,shot_scale,景别,Shot Scale,camera,camera,L2,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,景别分类。,Shot Scale,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0157,camera_angle,机位角度,Camera Angle,camera,camera,L2,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,机位角度分类。,Camera Angle,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0158,camera_movement,镜头运动,Camera Movement,camera,camera,L2,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,镜头运动分类。,Camera Movement,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0159,camera_behavior,镜头行为,Camera Behavior,camera,camera,L2,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,镜头行为分类。,Camera Behavior,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0160,camera_risk,运镜风险,Camera Risk,camera,camera,L2,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,运镜风险分类。,Camera Risk,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0161,extreme_long_shot,极远景,Extreme Long Shot,camera,shot_scale,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,极远景景别。,Extreme Long Shot,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0162,long_shot,远景,Long Shot,camera,shot_scale,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,远景景别。,Long Shot,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0163,medium_long_shot,中远景,Medium Long Shot,camera,shot_scale,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,中远景景别。,Medium Long Shot,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0164,medium_shot,中景,Medium Shot,camera,shot_scale,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,中景景别。,Medium Shot,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0165,medium_close_up,近中景,Medium Close-up,camera,shot_scale,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,近中景景别。,Medium Close-up,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0166,close_up,特写,Close-up,camera,shot_scale,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,特写景别。,Close-up,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0167,extreme_close_up,大特写,Extreme Close-up,camera,shot_scale,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,大特写景别。,Extreme Close-up,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0168,insert_shot,插入镜头,Insert Shot,camera,shot_scale,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,插入镜头景别。,Insert Shot,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0169,eye_level,平视,Eye Level,camera,camera_angle,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,平视机位。,Eye Level,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0170,low_angle,低机位,Low Angle,camera,camera_angle,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,低机位机位。,Low Angle,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0171,high_angle,高机位,High Angle,camera,camera_angle,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,高机位机位。,High Angle,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0172,top_down,俯拍顶视,Top-down,camera,camera_angle,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,俯拍顶视机位。,Top-down,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0173,over_shoulder,过肩,Over Shoulder,camera,camera_angle,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,过肩机位。,Over Shoulder,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0174,side_view,侧面,Side View,camera,camera_angle,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,侧面机位。,Side View,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0175,three_quarter_front,四分之三正面,Three-quarter Front,camera,camera_angle,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,四分之三正面机位。,Three-quarter Front,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0176,three_quarter_back,四分之三背面,Three-quarter Back,camera,camera_angle,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,四分之三背面机位。,Three-quarter Back,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0177,pov,主观镜头,POV,camera,camera_angle,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,主观镜头机位。,POV,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0178,static_camera,固定镜头,Static Camera,camera,camera_movement,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,固定镜头运镜。,Static Camera,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0179,slow_push_in,慢推,Slow Push-in,camera,camera_movement,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,慢推运镜。,Slow Push-in,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0180,dolly_out,拉远,Dolly Out,camera,camera_movement,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,拉远运镜。,Dolly Out,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0181,lateral_dolly,横移,Lateral Dolly,camera,camera_movement,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,横移运镜。,Lateral Dolly,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0182,tracking_shot,跟拍,Tracking Shot,camera,camera_movement,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,跟拍运镜。,Tracking Shot,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0183,handheld,手持,Handheld,camera,camera_movement,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,手持运镜。,Handheld,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0184,orbit,环绕,Orbit,camera,camera_movement,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,环绕运镜。,Orbit,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0185,short_orbit_60deg,60度短环绕,Short 60-degree Orbit,camera,camera_movement,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,60度短环绕运镜。,Short 60-degree Orbit,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0186,crane_up,升降揭示,Crane-up Reveal,camera,camera_movement,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,升降揭示运镜。,Crane-up Reveal,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0187,whip_pan,鞭甩,Whip Pan,camera,camera_movement,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,鞭甩运镜。,Whip Pan,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0188,speed_ramp_push_stop,变速推进停顿,Speed-ramp Push Stop,camera,camera_movement,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,变速推进停顿运镜。,Speed-ramp Push Stop,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0189,camera_shake_motion,镜头震动,Camera Shake,camera,camera_movement,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,镜头震动运镜。,Camera Shake,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0190,low_angle_forward_tracking,低机位前跟,Low-angle Forward Tracking,camera,camera_movement,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,低机位前跟运镜。,Low-angle Forward Tracking,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0191,corridor_pass_through,穿廊推进,Corridor Pass-through,camera,camera_movement,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,穿廊推进运镜。,Corridor Pass-through,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0192,fall_impact_camera,坠落冲击镜头,Fall-impact Camera,camera,camera_movement,L3,,,TRUE,TRUE,TRUE,TRUE,camera_reference,false,camera_reference,none,坠落冲击镜头运镜。,Fall-impact Camera,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0193,complex_camera,复杂运镜,Complex Camera,camera,camera_risk,L3,,,TRUE,TRUE,TRUE,TRUE,camera_risk,false,risk_filter,medium,复杂运镜，默认高复杂度。,Complex Camera,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0194,fast_orbit,快速环绕,Fast Orbit,camera,camera_risk,L3,,,TRUE,TRUE,TRUE,TRUE,camera_risk,false,risk_filter,medium,快速环绕，默认高复杂度。,Fast Orbit,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0195,strict_top_down,严格垂直俯拍,Strict Top-down,camera,camera_risk,L3,,,TRUE,TRUE,TRUE,TRUE,camera_risk,false,risk_filter,medium,严格垂直俯拍，默认高复杂度。,Strict Top-down,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0196,one_take,一镜到底,One Take,camera,camera_risk,L3,,,TRUE,TRUE,TRUE,TRUE,camera_risk,false,risk_filter,medium,一镜到底，默认高复杂度。,One Take,,,TAG_SYSTEM_RESEARCH,candidate
TAG_CAMERA_0197,multi_move_camera,多重运镜,Multi-move Camera,camera,camera_risk,L3,,,TRUE,TRUE,TRUE,TRUE,camera_risk,false,risk_filter,medium,多重运镜，默认高复杂度。,Multi-move Camera,,,TAG_SYSTEM_RESEARCH,candidate
